glyph,certainty,min_x,min_y,max_x,max_y,image_path
Ι,0.12225303252817897,1376,1113,1437,1177,P_Oxy_52_3663_a.jpg
Τ,0.22742961160765374,803,1166,874,1229,P_Oxy_52_3663_a.jpg
Η,0.13471884906320875,872,1169,945,1230,P_Oxy_52_3663_a.jpg
Ν,0.12596363929324184,938,1169,1009,1229,P_Oxy_52_3663_a.jpg
Ν,0.16676120814127895,998,1171,1058,1231,P_Oxy_52_3663_a.jpg
Λ,0.13103218684912948,1050,1177,1112,1236,P_Oxy_52_3663_a.jpg
Α,0.11779161278857882,1101,1179,1167,1238,P_Oxy_52_3663_a.jpg
Ν,0.15173227216542728,1152,1180,1225,1237,P_Oxy_52_3663_a.jpg
Ν,0.14692682727589712,1215,1183,1281,1240,P_Oxy_52_3663_a.jpg
Ι,0.17882779741611274,1272,1181,1312,1240,P_Oxy_52_3663_a.jpg
Ν,0.12802385672158637,1301,1182,1365,1242,P_Oxy_52_3663_a.jpg
Κ,0.17434216275335535,807,1236,880,1296,P_Oxy_52_3663_a.jpg
Α,0.13135897034562458,874,1236,935,1299,P_Oxy_52_3663_a.jpg
Ν,0.13628794415269332,927,1241,993,1300,P_Oxy_52_3663_a.jpg
Ν,0.17122619642582956,985,1245,1044,1303,P_Oxy_52_3663_a.jpg
Ι,0.15146809288675947,1036,1248,1076,1312,P_Oxy_52_3663_a.jpg
Ν,0.15858831900998535,1065,1253,1134,1314,P_Oxy_52_3663_a.jpg
Ν,0.2844414592825558,1124,1255,1198,1311,P_Oxy_52_3663_a.jpg
Ι,0.5177863344257082,1179,1257,1217,1308,P_Oxy_52_3663_a.jpg
Π,0.32703541483369597,1211,1259,1267,1310,P_Oxy_52_3663_a.jpg
Ε,0.12671591879787808,1260,1254,1315,1312,P_Oxy_52_3663_a.jpg
Ν,0.15867864081852703,1309,1254,1374,1313,P_Oxy_52_3663_a.jpg
Ν,0.1351040497946176,1364,1257,1426,1317,P_Oxy_52_3663_a.jpg
Δ,0.16333144590354925,713,1240,771,1295,P_Oxy_52_3663_a.jpg
Τ,0.363799742709752,558,1273,623,1331,P_Oxy_52_3663_a.jpg
Ι,0.14668841637289926,610,1277,656,1339,P_Oxy_52_3663_a.jpg
Ρ,0.3169732135909605,645,1280,702,1343,P_Oxy_52_3663_a.jpg
Ε,0.1840914614719038,715,1299,790,1355,P_Oxy_52_3663_a.jpg
Ε,0.3800685252929937,794,1306,850,1360,P_Oxy_52_3663_a.jpg
Ν,0.16964155176306095,844,1304,908,1362,P_Oxy_52_3663_a.jpg
Ν,0.13754798917543992,901,1312,962,1367,P_Oxy_52_3663_a.jpg
Ι,0.13589242177807231,953,1311,989,1367,P_Oxy_52_3663_a.jpg
Ι,0.2315926567499635,984,1312,1019,1369,P_Oxy_52_3663_a.jpg
Τ,0.28380141670250636,1017,1312,1073,1371,P_Oxy_52_3663_a.jpg
Ι,0.14035765656137253,1069,1316,1144,1372,P_Oxy_52_3663_a.jpg
Ν,0.14345859656908277,1136,1316,1199,1372,P_Oxy_52_3663_a.jpg
Ϲ,0.150335416391857,1190,1314,1249,1369,P_Oxy_52_3663_a.jpg
Ϲ,0.4453288907776148,1245,1316,1300,1369,P_Oxy_52_3663_a.jpg
Ϲ,0.1836360022442204,1291,1319,1346,1373,P_Oxy_52_3663_a.jpg
Α,0.2863045323624003,552,1332,618,1393,P_Oxy_52_3663_a.jpg
Α,0.3251292749434474,611,1344,673,1402,P_Oxy_52_3663_a.jpg
Μ,0.39384636891491254,670,1349,743,1412,P_Oxy_52_3663_a.jpg
Ε,0.12445821557561582,745,1362,814,1420,P_Oxy_52_3663_a.jpg
Ϲ,0.1556595392199234,809,1371,869,1424,P_Oxy_52_3663_a.jpg
Ν,0.17985036295398743,856,1373,926,1427,P_Oxy_52_3663_a.jpg
Α,0.19868819216377834,909,1377,976,1434,P_Oxy_52_3663_a.jpg
Α,0.19868819216377834,909,1377,976,1434,P_Oxy_52_3663_a.jpg
Μ,0.19672229389366883,969,1379,1052,1438,P_Oxy_52_3663_a.jpg
Α,0.22170065754015694,1045,1382,1107,1442,P_Oxy_52_3663_a.jpg
Ν,0.13760920020844455,1097,1379,1166,1438,P_Oxy_52_3663_a.jpg
Ν,0.14512674521755617,1158,1381,1234,1444,P_Oxy_52_3663_a.jpg
Ι,0.15617170254695956,1226,1389,1263,1445,P_Oxy_52_3663_a.jpg
Ι,0.12240733392886627,1256,1389,1316,1449,P_Oxy_52_3663_a.jpg
Α,0.33603100637303074,436,1393,496,1449,P_Oxy_52_3663_a.jpg
Δ,0.27843352993040255,489,1398,549,1457,P_Oxy_52_3663_a.jpg
Ο,0.971378766229368,545,1402,616,1462,P_Oxy_52_3663_a.jpg
Ϲ,0.7468010682835087,610,1411,678,1469,P_Oxy_52_3663_a.jpg
Ν,0.22466017351715434,670,1416,751,1479,P_Oxy_52_3663_a.jpg
Ν,0.19512119763325422,745,1424,818,1484,P_Oxy_52_3663_a.jpg
Ι,0.2628637341774257,814,1434,863,1492,P_Oxy_52_3663_a.jpg
Ν,0.11209572834425274,856,1434,930,1493,P_Oxy_52_3663_a.jpg
Ι,0.2777577302552955,922,1434,960,1493,P_Oxy_52_3663_a.jpg
Ν,0.1327445058363548,951,1443,1003,1499,P_Oxy_52_3663_a.jpg
Ϲ,0.16353984043320277,1002,1444,1066,1500,P_Oxy_52_3663_a.jpg
Ϲ,0.29580287170955333,1063,1447,1121,1503,P_Oxy_52_3663_a.jpg
Ν,0.15604059393559214,1116,1448,1190,1510,P_Oxy_52_3663_a.jpg
Ϲ,0.48078747424777896,1186,1449,1254,1509,P_Oxy_52_3663_a.jpg
Ν,0.17310544243905737,1244,1450,1304,1508,P_Oxy_52_3663_a.jpg
Ν,0.27976462853711853,1295,1448,1372,1512,P_Oxy_52_3663_a.jpg
Ϲ,0.12785102639280327,874,1509,945,1566,P_Oxy_52_3663_a.jpg
Α,0.41887758391449914,1055,389,1118,445,P_Oxy_52_3663_c.jpg
Τ,0.11436320498664852,1105,388,1176,439,P_Oxy_52_3663_c.jpg
Τ,0.15692033911891845,1149,388,1217,441,P_Oxy_52_3663_c.jpg
Ι,0.2586687680301872,1208,388,1249,443,P_Oxy_52_3663_c.jpg
Μ,0.20155887460766483,1244,390,1314,448,P_Oxy_52_3663_c.jpg
Α,0.37084269264913117,1304,398,1362,450,P_Oxy_52_3663_c.jpg
Τ,0.1515527668625574,1353,400,1406,447,P_Oxy_52_3663_c.jpg
Κ,0.47709193470860345,1053,453,1117,510,P_Oxy_52_3663_c.jpg
Τ,0.29665063323462465,1110,456,1176,507,P_Oxy_52_3663_c.jpg
Ε,0.18855694310783963,1173,455,1230,508,P_Oxy_52_3663_c.jpg
Ι,0.6250296978752535,1223,457,1257,508,P_Oxy_52_3663_c.jpg
Ν,0.5871283956457529,1254,457,1331,511,P_Oxy_52_3663_c.jpg
Ω,0.5831122708347646,1329,460,1397,515,P_Oxy_52_3663_c.jpg
Ν,0.12142842074654828,1042,512,1101,644,P_Oxy_52_3663_c.jpg
Φ,0.8954075442824895,1091,514,1163,592,P_Oxy_52_3663_c.jpg
Ε,0.5050342909754163,1159,530,1225,579,P_Oxy_52_3663_c.jpg
Ι,0.1729899359115983,1218,530,1251,578,P_Oxy_52_3663_c.jpg
Ν,0.14789660662434484,1222,527,1295,578,P_Oxy_52_3663_c.jpg
Ϲ,0.1504087462363123,1297,526,1361,582,P_Oxy_52_3663_c.jpg
Ϲ,0.5640403207242112,1357,528,1415,582,P_Oxy_52_3663_c.jpg
Ν,0.22150912677805976,1036,588,1114,645,P_Oxy_52_3663_c.jpg
Τ,0.4507062788584175,1107,592,1172,647,P_Oxy_52_3663_c.jpg
Ι,0.17634452949215101,1169,595,1243,648,P_Oxy_52_3663_c.jpg
Δ,0.795887490966903,1237,593,1305,645,P_Oxy_52_3663_c.jpg
Ε,0.7841058188788191,1300,592,1358,643,P_Oxy_52_3663_c.jpg
Ι,0.40323804822456816,1349,595,1391,648,P_Oxy_52_3663_c.jpg
Ι,0.11030769021158791,1386,595,1431,651,P_Oxy_52_3663_c.jpg
Ο,0.3114643521028509,1029,653,1092,707,P_Oxy_52_3663_c.jpg
Υ,0.3258674016327341,1084,653,1148,710,P_Oxy_52_3663_c.jpg
Ν,0.1185296855932673,1135,655,1206,712,P_Oxy_52_3663_c.jpg
Ϲ,0.2445820584449934,1201,654,1261,709,P_Oxy_52_3663_c.jpg
Τ,0.5959847525590884,1250,649,1319,706,P_Oxy_52_3663_c.jpg
Ι,0.45148917045045567,1317,656,1354,710,P_Oxy_52_3663_c.jpg
Π,0.411689961079378,1353,657,1426,715,P_Oxy_52_3663_c.jpg
Τ,0.6753568817398218,1013,714,1075,767,P_Oxy_52_3663_c.jpg
Ο,0.9827228159890102,1069,719,1133,772,P_Oxy_52_3663_c.jpg
Ι,0.3533073673994123,1127,721,1167,776,P_Oxy_52_3663_c.jpg
Ϲ,0.6575104229783362,1163,720,1222,776,P_Oxy_52_3663_c.jpg
Δ,0.16578871721561328,1215,725,1275,782,P_Oxy_52_3663_c.jpg
Ι,0.1613436196610452,1265,729,1326,782,P_Oxy_52_3663_c.jpg
Α,0.13959607020286302,1320,731,1379,782,P_Oxy_52_3663_c.jpg
Ο,0.3911057053611496,1375,732,1433,786,P_Oxy_52_3663_c.jpg
Α,0.26659134150885094,1014,792,1072,843,P_Oxy_52_3663_c.jpg
Α,0.2056162169931752,1066,791,1126,842,P_Oxy_52_3663_c.jpg
Α,0.2809932248873026,1120,790,1189,848,P_Oxy_52_3663_c.jpg
Ι,0.13062685317593933,1184,790,1255,846,P_Oxy_52_3663_c.jpg
Μ,0.15203138480718825,1259,796,1329,848,P_Oxy_52_3663_c.jpg
Α,0.16572752666925417,1326,798,1385,849,P_Oxy_52_3663_c.jpg
Ρ,0.16818638624089602,132,838,181,899,P_Oxy_52_3663_c.jpg
Ο,0.9835304870240394,176,846,239,901,P_Oxy_52_3663_c.jpg
Ϲ,0.8596839167856642,233,852,296,901,P_Oxy_52_3663_c.jpg
Τ,0.1635681960067994,998,854,1066,909,P_Oxy_52_3663_c.jpg
Ο,0.2443994667173304,1063,854,1131,908,P_Oxy_52_3663_c.jpg
Ν,0.17495816415776702,1126,856,1159,909,P_Oxy_52_3663_c.jpg
Ο,0.7596794495185003,1152,856,1218,911,P_Oxy_52_3663_c.jpg
Ϲ,0.3741328379267515,1218,854,1279,912,P_Oxy_52_3663_c.jpg
Ν,0.1306476317312603,1277,857,1340,913,P_Oxy_52_3663_c.jpg
Ι,0.25727983960155665,1337,856,1416,912,P_Oxy_52_3663_c.jpg
Ε,0.2294989657787958,1007,926,1065,982,P_Oxy_52_3663_c.jpg
Ν,0.645689407506933,1060,925,1141,981,P_Oxy_52_3663_c.jpg
Ν,0.17009763049955584,1132,927,1177,978,P_Oxy_52_3663_c.jpg
Ν,0.14797106407879443,1168,928,1223,983,P_Oxy_52_3663_c.jpg
Ι,0.1394590990651538,1220,929,1283,981,P_Oxy_52_3663_c.jpg
Ι,0.13657200321810975,1278,929,1335,981,P_Oxy_52_3663_c.jpg
Ϲ,0.49191342514041775,1332,926,1389,982,P_Oxy_52_3663_c.jpg
Ν,0.1537511877160795,1381,921,1432,983,P_Oxy_52_3663_c.jpg
Ω,0.1249115428850001,1008,999,1083,1052,P_Oxy_52_3663_c.jpg
Ϲ,0.64325649116241,1077,999,1136,1055,P_Oxy_52_3663_c.jpg
Ϲ,0.39950954949931394,1127,1000,1187,1057,P_Oxy_52_3663_c.jpg
Ι,0.161080464659877,1180,1001,1222,1063,P_Oxy_52_3663_c.jpg
Ι,0.3620941170236743,1218,997,1259,1055,P_Oxy_52_3663_c.jpg
Ϲ,0.8162760398134641,1254,994,1311,1050,P_Oxy_52_3663_c.jpg
Ε,0.5640723919494012,1304,997,1360,1053,P_Oxy_52_3663_c.jpg
Κ,0.4044548698339324,1353,991,1424,1056,P_Oxy_52_3663_c.jpg
Κ,0.4365412853943877,993,1057,1060,1116,P_Oxy_52_3663_c.jpg
Α,0.5275040287621215,1053,1065,1118,1120,P_Oxy_52_3663_c.jpg
Ι,0.23359621997906796,1109,1064,1145,1120,P_Oxy_52_3663_c.jpg
Υ,0.3825883562201422,1135,1067,1197,1124,P_Oxy_52_3663_c.jpg
Ο,0.41338476320038,1200,1068,1258,1121,P_Oxy_52_3663_c.jpg
Μ,0.2559692630395657,1249,1070,1308,1121,P_Oxy_52_3663_c.jpg
Ο,0.9481777757058314,1302,1070,1368,1123,P_Oxy_52_3663_c.jpg
Υ,0.34799100325704335,1366,1069,1418,1126,P_Oxy_52_3663_c.jpg
Ν,0.1351678058823292,1027,1127,1106,1181,P_Oxy_52_3663_c.jpg
Ν,0.1376021947547827,1104,1130,1154,1183,P_Oxy_52_3663_c.jpg
Ϲ,0.167062690165669,1148,1135,1196,1183,P_Oxy_52_3663_c.jpg
Ϲ,0.12315466129001797,1187,1133,1245,1185,P_Oxy_52_3663_c.jpg
Ν,0.16314531276490246,1234,1134,1292,1187,P_Oxy_52_3663_c.jpg
Μ,0.15963413787376232,1289,1134,1360,1191,P_Oxy_52_3663_c.jpg
Λ,0.3700384472560159,1354,1135,1414,1194,P_Oxy_52_3663_c.jpg
Δ,0.11858102030693592,1035,1189,1094,1245,P_Oxy_52_3663_c.jpg
Ν,0.16146948358629737,1082,1193,1136,1250,P_Oxy_52_3663_c.jpg
Ν,0.1376986554298198,1117,1195,1174,1253,P_Oxy_52_3663_c.jpg
Ν,0.13975571376236162,1167,1199,1222,1262,P_Oxy_52_3663_c.jpg
Ω,0.16075855753191298,1219,1200,1306,1253,P_Oxy_52_3663_c.jpg
Ν,0.2514347134740135,1305,1202,1384,1257,P_Oxy_52_3663_c.jpg
Ϲ,0.21950848387415742,1376,1204,1437,1260,P_Oxy_52_3663_c.jpg
Τ,0.12397954645149364,952,1256,1005,1312,P_Oxy_52_3663_c.jpg
Ι,0.13772489631797014,989,1254,1072,1316,P_Oxy_52_3663_c.jpg
Ϲ,0.4637974947614953,1066,1257,1134,1318,P_Oxy_52_3663_c.jpg
Ϲ,0.30407260685909165,1126,1261,1193,1322,P_Oxy_52_3663_c.jpg
Ϲ,0.23562258775216752,1187,1266,1273,1331,P_Oxy_52_3663_c.jpg
Ε,0.7545964935398619,1267,1269,1334,1328,P_Oxy_52_3663_c.jpg
Ν,0.844158649973065,1326,1269,1412,1334,P_Oxy_52_3663_c.jpg
Ε,0.17596346104946717,1400,1279,1462,1338,P_Oxy_52_3663_c.jpg
Ν,0.5379410140641067,1459,1278,1539,1336,P_Oxy_52_3663_c.jpg
Ε,0.43041553254685316,1533,1279,1597,1337,P_Oxy_52_3663_c.jpg
Ν,0.149868593259565,1585,1281,1661,1343,P_Oxy_52_3663_c.jpg
Ο,0.826989259160803,1652,1287,1726,1343,P_Oxy_52_3663_c.jpg
Μ,0.37787420332271443,1714,1290,1779,1346,P_Oxy_52_3663_c.jpg
Ο,0.1604883406816258,1770,1296,1825,1350,P_Oxy_52_3663_c.jpg
Ι,0.1916872881396446,1009,1330,1067,1391,P_Oxy_52_3663_c.jpg
Ν,0.16567239272811396,1054,1335,1115,1390,P_Oxy_52_3663_c.jpg
Ν,0.1404824682709751,1103,1334,1165,1390,P_Oxy_52_3663_c.jpg
Τ,0.20578248566572702,1151,1333,1223,1391,P_Oxy_52_3663_c.jpg
Ι,0.122654875576361,1214,1338,1282,1399,P_Oxy_52_3663_c.jpg
Μ,0.3767326505227817,1275,1340,1360,1398,P_Oxy_52_3663_c.jpg
Ε,0.7552865757192974,1356,1344,1418,1397,P_Oxy_52_3663_c.jpg
Ν,0.8219502810876457,1412,1345,1487,1397,P_Oxy_52_3663_c.jpg
Η,0.2069958870642335,1485,1346,1555,1401,P_Oxy_52_3663_c.jpg
Ρ,0.29049960970571204,1556,1349,1607,1404,P_Oxy_52_3663_c.jpg
Ο,0.9186000925536268,1600,1350,1668,1404,P_Oxy_52_3663_c.jpg
Τ,0.6097911931581304,1661,1351,1728,1405,P_Oxy_52_3663_c.jpg
Ε,0.9198507261686757,1723,1357,1789,1414,P_Oxy_52_3663_c.jpg
Ι,0.3578496197774221,1011,1400,1076,1459,P_Oxy_52_3663_c.jpg
Ν,0.2177315331496974,1071,1396,1151,1458,P_Oxy_52_3663_c.jpg
Ϲ,0.20935075099941608,1143,1396,1212,1458,P_Oxy_52_3663_c.jpg
Υ,0.24689845174312464,1205,1404,1278,1461,P_Oxy_52_3663_c.jpg
Ϲ,0.13644266118749743,1246,1406,1283,1467,P_Oxy_52_3663_c.jpg
Ν,0.12866161197021522,1278,1407,1337,1460,P_Oxy_52_3663_c.jpg
Ι,0.14616735323931881,1333,1406,1413,1465,P_Oxy_52_3663_c.jpg
Ϲ,0.4733883234719082,1430,1413,1490,1463,P_Oxy_52_3663_c.jpg
Τ,0.47901567720922705,1473,1412,1541,1464,P_Oxy_52_3663_c.jpg
Ν,0.12909527902917048,1540,1413,1617,1471,P_Oxy_52_3663_c.jpg
Ο,0.44254269286775594,1609,1412,1684,1472,P_Oxy_52_3663_c.jpg
Ϲ,0.7500360810992983,1678,1416,1748,1474,P_Oxy_52_3663_c.jpg
Ϲ,0.5757970139749852,1739,1421,1804,1481,P_Oxy_52_3663_c.jpg
Ν,0.09252301207397112,1030,1467,1083,1521,P_Oxy_52_3663_c.jpg
Ι,0.10300552623192602,1079,1463,1142,1527,P_Oxy_52_3663_c.jpg
Ε,0.09142243181865027,1655,1468,1709,1521,P_Oxy_52_3663_c.jpg
Μ,0.1388236078180435,1425,1484,1486,1537,P_Oxy_52_3663_c.jpg
Ν,0.1303203656863467,1445,1482,1512,1538,P_Oxy_52_3663_c.jpg
Ε,0.1396205486371235,1346,1487,1409,1540,P_Oxy_52_3663_c.jpg
Ι,0.23462000226599952,935,1543,991,1599,P_Oxy_52_3663_c.jpg
Ι,0.13780728655494343,986,1542,1051,1598,P_Oxy_52_3663_c.jpg
Ν,0.12297029913838191,1042,1543,1121,1598,P_Oxy_52_3663_c.jpg
Ο,0.9005019863142056,1120,1539,1192,1599,P_Oxy_52_3663_c.jpg
Ϲ,0.3162442496152001,1189,1535,1255,1599,P_Oxy_52_3663_c.jpg
Ν,0.12790221728754433,1244,1538,1313,1604,P_Oxy_52_3663_c.jpg
Ν,0.13591030394792075,1311,1542,1385,1611,P_Oxy_52_3663_c.jpg
Ι,0.14532516114028715,1376,1553,1431,1618,P_Oxy_52_3663_c.jpg
Ι,0.10470297238887134,981,1608,1046,1665,P_Oxy_52_3663_c.jpg
Ν,0.13485853019106434,1032,1603,1109,1670,P_Oxy_52_3663_c.jpg
Ϲ,0.4962140618740668,1102,1602,1172,1657,P_Oxy_52_3663_c.jpg
Ϲ,0.5897150386309686,1162,1606,1226,1660,P_Oxy_52_3663_c.jpg
Ϲ,0.15380523642586733,1220,1608,1290,1666,P_Oxy_52_3663_c.jpg
Ϲ,0.40990899907977907,1283,1613,1348,1674,P_Oxy_52_3663_c.jpg
Ϲ,0.11452732430016994,1340,1623,1397,1680,P_Oxy_52_3663_c.jpg
Ν,0.19016077600396974,976,1673,1048,1734,P_Oxy_52_3663_c.jpg
Ν,0.10850490562889169,1041,1672,1103,1730,P_Oxy_52_3663_c.jpg
Ν,0.1619891439802929,1099,1671,1163,1732,P_Oxy_52_3663_c.jpg
Ν,0.14752888023881877,1158,1671,1225,1734,P_Oxy_52_3663_c.jpg
Ν,0.14752888023881877,1158,1671,1225,1734,P_Oxy_52_3663_c.jpg
Ν,0.12857620998523456,1214,1679,1276,1739,P_Oxy_52_3663_c.jpg
Ν,0.1410881450327291,1271,1683,1326,1749,P_Oxy_52_3663_c.jpg
Ϲ,0.19583590463333167,1321,1683,1390,1741,P_Oxy_52_3663_c.jpg
Ι,0.10724942855268094,1384,1685,1434,1741,P_Oxy_52_3663_c.jpg
Π,0.13998931112027804,1025,1739,1102,1796,P_Oxy_52_3663_c.jpg
Ε,0.11320365353188924,1100,1740,1159,1799,P_Oxy_52_3663_c.jpg
Ν,0.16968986044853535,1151,1740,1198,1813,P_Oxy_52_3663_c.jpg
Ν,0.12524082376141157,1191,1728,1269,1822,P_Oxy_52_3663_c.jpg
Ν,0.1506525430811123,1257,1751,1291,1807,P_Oxy_52_3663_c.jpg
Ν,0.14957673685705133,1284,1751,1336,1803,P_Oxy_52_3663_c.jpg
Ι,0.12385261330486161,1331,1750,1412,1808,P_Oxy_52_3663_c.jpg
Ν,0.13122443006493234,1015,1810,1071,1868,P_Oxy_52_3663_c.jpg
Δ,0.1593936267890478,1059,1810,1130,1867,P_Oxy_52_3663_c.jpg
Ν,0.10499671791201434,1124,1811,1185,1866,P_Oxy_52_3663_c.jpg
Ν,0.19560716186476731,1178,1813,1262,1871,P_Oxy_52_3663_c.jpg
Ο,0.2765868226390207,1259,1814,1327,1868,P_Oxy_52_3663_c.jpg
Ν,0.1693175690859695,1320,1816,1353,1868,P_Oxy_52_3663_c.jpg
Ρ,0.540743086272954,1346,1816,1399,1882,P_Oxy_52_3663_c.jpg
Ι,0.14067284010127162,1393,1812,1436,1873,P_Oxy_52_3663_c.jpg
Ϲ,0.16875563175622615,1045,1879,1110,1936,P_Oxy_52_3663_c.jpg
Μ,0.14689280970929022,1100,1877,1166,1935,P_Oxy_52_3663_c.jpg
Ι,0.19250718216651364,1161,1878,1197,1936,P_Oxy_52_3663_c.jpg
Ϲ,0.19332754713720784,1189,1876,1248,1932,P_Oxy_52_3663_c.jpg
Ν,0.11436535328973514,1242,1877,1308,1929,P_Oxy_52_3663_c.jpg
Ν,0.10372765136026633,1300,1879,1398,1934,P_Oxy_52_3663_c.jpg
Ι,0.26408377199067634,1391,1885,1439,1940,P_Oxy_52_3663_c.jpg
Δ,0.10967892829598805,1052,1937,1109,1990,P_Oxy_52_3663_c.jpg
Ο,0.5808009890411058,1106,1938,1173,1993,P_Oxy_52_3663_c.jpg
Ϲ,0.17586001629010894,1174,1943,1248,1997,P_Oxy_52_3663_c.jpg
Ι,0.16027233769027543,1249,1944,1313,2000,P_Oxy_52_3663_c.jpg
Ι,0.150133017970923,1308,1944,1390,2001,P_Oxy_52_3663_c.jpg
Ϲ,0.1835029851756119,1385,1947,1435,2005,P_Oxy_52_3663_c.jpg
Τ,0.16590974570246075,1022,1997,1095,2051,P_Oxy_52_3663_c.jpg
Ι,0.128901063099332,1090,1989,1118,2030,P_Oxy_52_3663_c.jpg
Ε,0.22821290604366012,1018,2044,1076,2110,P_Oxy_52_3663_c.jpg
Π,0.14051293957357025,1080,2058,1146,2115,P_Oxy_52_3663_c.jpg
Ι,0.14572942240609932,1090,2004,1152,2121,P_Oxy_52_3663_c.jpg
Ν,0.22667472810028774,1154,2003,1230,2064,P_Oxy_52_3663_c.jpg
Ν,0.13715536014262592,1224,2008,1286,2063,P_Oxy_52_3663_c.jpg
Ν,0.14065917263229546,1272,2005,1341,2061,P_Oxy_52_3663_c.jpg
Ρ,0.30422062159495,1331,2009,1384,2066,P_Oxy_52_3663_c.jpg
Ο,0.3856171056534385,1380,2011,1438,2060,P_Oxy_52_3663_c.jpg
Ω,0.2214894757209329,1350,2064,1402,2109,P_Oxy_52_3663_c.jpg
Τ,0.10796991002756413,1216,2066,1265,2112,P_Oxy_52_3663_c.jpg
Ν,0.11998687908870506,2176,97,2238,162,P_Oxy_52_3663_f.jpg
Ν,0.6144412724760865,1935,406,2004,463,P_Oxy_52_3663_f.jpg
Ε,0.17511632621332662,1998,406,2057,473,P_Oxy_52_3663_f.jpg
Ν,0.8091240257969956,2051,401,2126,463,P_Oxy_52_3663_f.jpg
Ν,0.3298277240206676,2122,407,2176,460,P_Oxy_52_3663_f.jpg
Ο,0.32040034933734385,2170,406,2225,463,P_Oxy_52_3663_f.jpg
Ν,0.18615096877353626,2216,403,2279,464,P_Oxy_52_3663_f.jpg
Ε,0.42264798321705244,2274,410,2327,466,P_Oxy_52_3663_f.jpg
Ϲ,0.20231386456370073,2321,416,2369,466,P_Oxy_52_3663_f.jpg
Θ,0.33242551130886144,2350,421,2392,469,P_Oxy_52_3663_f.jpg
Ι,0.23849124266262114,2387,422,2436,464,P_Oxy_52_3663_f.jpg
Ι,0.22824484974594078,2430,422,2471,464,P_Oxy_52_3663_f.jpg
Ν,0.14394665545805593,675,442,744,565,P_Oxy_52_3663_f.jpg
Τ,0.3170656511347885,728,503,798,566,P_Oxy_52_3663_f.jpg
Ν,0.1470915820749747,788,508,852,563,P_Oxy_52_3663_f.jpg
Ϲ,0.2705673722225945,845,507,903,562,P_Oxy_52_3663_f.jpg
Ε,0.5023486556100996,893,505,960,560,P_Oxy_52_3663_f.jpg
Ν,0.24194051040912745,950,509,1006,560,P_Oxy_52_3663_f.jpg
Λ,0.29209180519006334,993,505,1058,563,P_Oxy_52_3663_f.jpg
Ε,0.17984472402321214,1046,501,1114,561,P_Oxy_52_3663_f.jpg
Ϲ,0.20898942173996557,1104,503,1158,560,P_Oxy_52_3663_f.jpg
Ε,0.5781038185441802,1147,505,1204,560,P_Oxy_52_3663_f.jpg
Ι,0.24426682925703602,1196,503,1236,558,P_Oxy_52_3663_f.jpg
Α,0.11350225044557144,630,448,684,501,P_Oxy_52_3663_f.jpg
Ν,0.14219290614754213,673,443,747,497,P_Oxy_52_3663_f.jpg
Ν,0.23797465088848024,743,442,811,496,P_Oxy_52_3663_f.jpg
Ν,0.17513166814963083,802,440,856,496,P_Oxy_52_3663_f.jpg
Ε,0.4115689891161868,844,439,902,490,P_Oxy_52_3663_f.jpg
Ι,0.3558264278555659,893,435,928,493,P_Oxy_52_3663_f.jpg
Ω,0.1276186295270519,920,433,1002,486,P_Oxy_52_3663_f.jpg
Ν,0.38485374631024905,995,429,1068,484,P_Oxy_52_3663_f.jpg
Μ,0.11439549497113886,1056,430,1117,487,P_Oxy_52_3663_f.jpg
Γ,0.45978192206977647,294,451,362,505,P_Oxy_52_3663_f.jpg
Ο,0.6134498312935202,357,452,416,504,P_Oxy_52_3663_f.jpg
Μ,0.34311519279363906,407,454,463,506,P_Oxy_52_3663_f.jpg
Ω,0.3603672601616256,452,450,529,499,P_Oxy_52_3663_f.jpg
Ν,0.17915625123312542,1927,471,1982,527,P_Oxy_52_3663_f.jpg
Ι,0.3180050774492915,1987,477,2041,533,P_Oxy_52_3663_f.jpg
Ν,0.13112751221305624,2057,475,2132,529,P_Oxy_52_3663_f.jpg
Ϲ,0.22113198766317232,2137,470,2206,533,P_Oxy_52_3663_f.jpg
Τ,0.1543946015620009,2305,476,2365,527,P_Oxy_52_3663_f.jpg
Ν,0.12756732913716018,2357,472,2419,527,P_Oxy_52_3663_f.jpg
Ϲ,0.24048542059911282,2411,472,2472,526,P_Oxy_52_3663_f.jpg
Ν,0.10995165798836287,305,516,359,569,P_Oxy_52_3663_f.jpg
Ν,0.12681426464436474,349,517,401,573,P_Oxy_52_3663_f.jpg
Ϲ,0.15437969835458867,397,517,454,573,P_Oxy_52_3663_f.jpg
Ι,0.12868130319628232,448,515,492,579,P_Oxy_52_3663_f.jpg
Ϲ,0.1329853329371349,485,514,537,569,P_Oxy_52_3663_f.jpg
Ι,0.3471992795548803,531,513,568,567,P_Oxy_52_3663_f.jpg
Ϲ,0.24517795371601572,560,511,626,565,P_Oxy_52_3663_f.jpg
Ϲ,0.665140229008979,619,507,686,565,P_Oxy_52_3663_f.jpg
Ν,0.40854590102083416,1924,539,1999,600,P_Oxy_52_3663_f.jpg
Ν,0.10645547773581304,1997,538,2074,600,P_Oxy_52_3663_f.jpg
Ν,0.2047401378293688,2069,539,2145,599,P_Oxy_52_3663_f.jpg
Ν,0.13791159750302673,2134,540,2174,598,P_Oxy_52_3663_f.jpg
Ε,0.1278597119951836,2168,540,2228,600,P_Oxy_52_3663_f.jpg
